Timestamp/s  Throughput  Mean Latency/ms
1540075582   605         165       
1540075583   635         165       
1540075584   647         156       
1540075585   613         163       
1540075586   632         162       
1540075587   620         162       
1540075588   636         166       
1540075589   638         165       
1540075590   592         168       
1540075591   611         161       
1540075592   642         157       
1540075593   630         164       
1540075594   591         169       
1540075595   611         167       
1540075596   638         160       
1540075597   625         161       
1540075598   624         163       
1540075599   621         166       
1540075600   614         166       
1540075601   639         156       
1540075602   621         165       
1540075603   643         161       
1540075604   620         165       
1540075605   531         189       
1540075606   523         195       
1540075607   537         196       
1540075608   529         188       
1540075609   506         203       
1540075610   508         200       
1540075611   524         192       
1540075612   513         203       
1540075613   515         193       
1540075614   514         203       
1540075615   540         190       
1540075616   462         212       
1540075617   481         222       
1540075618   479         210       
1540075619   444         219       
1540075620   435         215       
1540075621   502         223       
1540075622   547         186       
1540075623   511         197       
1540075624   543         189       
1540075625   539         191       
1540075626   493         201       
1540075627   508         204       
1540075628   515         196       
1540075629   535         192       
1540075630   531         190       
1540075631   521         198       
1540075632   537         189       
1540075633   501         202       
1540075634   523         194       
1540075635   529         189       
1540075636   521         196       
1540075637   534         189       
1540075638   572         181       
1540075639   548         185       
1540075640   577         173       
1540075641   558         186       
1540075642   576         174       
1540075643   565         180       
1540075644   599         173       
1540075645   556         181       
1540075646   590         172       
1540075647   575         177       
1540075648   557         180       
1540075649   584         177       
1540075650   563         181       
1540075651   572         175       
1540075652   626         167       
1540075653   553         181       
1540075654   567         181       
1540075655   581         175       
1540075656   565         183       
1540075657   541         187       
1540075658   576         175       
1540075659   554         183       
1540075660   562         179       
1540075661   584         175       
1540075662   575         178       
1540075663   590         170       
1540075664   570         184       
1540075665   579         173       
1540075666   584         173       
1540075667   602         169       
1540075668   587         170       
1540075669   599         173       
1540075670   605         168       
1540075671   579         179       
1540075672   574         175       
1540075673   603         170       
1540075674   603         166       
1540075675   600         175       
1540075676   585         170       
1540075677   540         187       
1540075678   548         188       
1540075679   553         186       
1540075680   502         196       
1540075681   570         184       
1540075682   571         173       
1540075683   568         180       
1540075684   565         181       
1540075685   553         186       
1540075686   572         175       
1540075687   560         184       
1540075688   520         194       
1540075689   587         175       
1540075690   549         184       
1540075691   557         185       
1540075692   528         193       
1540075693   543         188       
1540075694   557         179       
1540075695   567         180       
1540075696   600         167       
1540075697   604         172       
1540075698   567         180       
1540075699   535         185       
1540075700   556         186       
1540075701   566         177       
1540075702   569         185       
1540075703   585         168       
1540075704   589         175       
1540075705   588         172       
1540075706   568         179       
1540075707   570         180       
1540075708   561         176       
1540075709   562         182       
1540075710   596         171       
1540075711   579         177       
1540075712   584         175       
1540075713   581         176       
1540075714   556         182       
1540075715   566         178       
1540075716   594         172       
1540075717   579         175       
1540075718   566         186       
1540075719   542         183       
1540075720   562         178       
1540075721   543         187       
1540075722   556         184       
1540075723   540         193       
1540075724   535         190       
1540075725   557         183       
1540075726   546         184       
1540075727   534         194       
1540075728   540         186       
1540075729   580         179       
1540075730   548         178       
1540075731   574         179       
1540075732   557         183       
1540075733   570         176       
1540075734   519         196       
1540075735   571         180       
1540075736   564         180       
1540075737   540         192       
1540075738   540         184       
1540075739   568         175       
1540075740   566         181       
1540075741   532         198       
1540075742   526         192       
1540075743   555         182       
1540075744   532         196       
1540075745   523         188       
1540075746   536         192       
1540075747   529         189       
1540075748   562         186       
1540075749   567         178       
1540075750   567         179       
1540075751   540         187       
1540075752   544         188       
1540075753   533         196       
1540075754   517         192       
1540075755   557         183       
1540075756   548         187       
1540075757   545         186       
1540075758   530         194       
1540075759   532         190       
1540075760   524         193       
1540075761   549         190       
1540075762   534         185       
1540075763   571         183       
1540075764   496         196       
1540075765   562         185       
1540075766   568         179       
1540075767   580         175       
1540075768   538         192       
1540075769   549         179       
1540075770   570         182       
1540075771   558         181       
1540075772   539         187       
1540075773   547         186       
1540075774   533         191       
1540075775   575         179       
1540075776   556         185       
1540075777   546         186       
1540075778   554         184       
1540075779   545         184       
1540075780   565         179       
1540075781   569         177       
1540075782   557         183       
1540075783   541         184       
1540075784   559         192       
1540075785   540         181       
1540075786   558         188       
1540075787   542         182       
1540075788   565         181       
1540075789   550         188       
1540075790   527         190       
1540075791   573         181       
1540075792   531         191       
1540075793   515         192       
1540075794   544         194       
1540075795   527         186       
1540075796   569         184       
1540075797   529         195       
1540075798   516         195       
1540075799   516         198       
1540075800   517         199       
1540075801   503         201       
1540075802   520         197       
1540075803   536         188       
1540075804   541         188       
1540075805   546         191       
1540075806   506         198       
1540075807   547         187       
1540075808   507         193       
1540075809   537         190       
1540075810   502         201       
1540075811   523         199       
1540075812   514         190       
1540075813   536         184       
1540075814   538         190       
1540075815   523         187       
1540075816   533         180       
1540075817   504         177       
1540075818   491         168       
1540075819   442         172       
1540075820   418         167       
1540075821   380         155       
1540075822   361         146       
1540075823   273         152       
1540075824   236         138       
1540075825   206         126       
1540075826   150         119       
1540075827   89          114       
1540075828   47          115       
1540075829   26          108       
1540075830   16          125       
1540075831   5           118       
------------------------------
Test length: 4083
Mean latency: 164
The 99th percentile latency: 23603
Total Throughput: 4296
